Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Students are young will recover. But just have to worry about blood clots.,6/7/20,13,Circuit Breaker,13,1,-10.47361528,4,0,0,36.84829056,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Broadwalk wrote: The moral value of the reporting has degraded so much that they are putting more effort into construing the information favorable than working on the real problem. They have the people, resource and the tools to make such an extensive effort in delivering and downplay the impact, but they never expend that into area which needs focus which is combating the covid virus. This is the hallmark of a dynasty downfall. Wow... Sent from HUAWEI YAL-L21 using GAGT",6/7/20,79,Circuit Breaker,80,3,-11.19998105,17,2,0,4.115259623,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,whatmeworry wrote: Students are young will recover. But just have to worry about blood clots. Some might have permanent lung damage..,6/7/20,21,Circuit Breaker,21,1,-11.47030288,6,0,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"low sperm count sabo yourself and wife, low viral load sabo everyone..........",6/7/20,12,Circuit Breaker,12,1,-14.77244045,1,1,1,16.87838266,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,I think they gt say they expect cases issit ah?,6/7/20,10,Circuit Breaker,10,0,-12.75151435,5,0,0,55.38369641,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Broadwalk wrote: The moral value of the reporting has degraded so much that they are putting more effort into construing the information favorable than working on the real problem. They have the people, resource and the tools to make such an extensive effort in delivering and downplay the impact, but they never expend that into area which needs focus which is combating the covid virus. This is the hallmark of a dynasty downfall. Likewise to your post.",6/7/20,77,Circuit Breaker,77,3,-10.64332761,16,2,1,4.670175342,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Infected means infected lah... What ""low viral load"".... Lol",6/7/20,9,Circuit Breaker,9,0,-15.98860515,3,0,0,26.8352074,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,elf108 wrote: Only sg have all this funny term. Low viral load. Like shoot sperm low load. Need vivian balakrishnan to tell their colleagues to come clean about the truth,6/7/20,30,Circuit Breaker,30,2,-12.98145124,4,0,0,13.0804743,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"""Although safe management measures have been \x93very consistently applied\x94 throughout all schools, the confirmed cases are \x93a good reminder for all schools to not be complacent\x94, he added"" Ermm who is the one being complacent?",6/7/20,33,Circuit Breaker,37,2,-12.57531754,8,0,0,12.37936627,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,TANKOKBENG wrote: but our fake doctor say School is the safest lace ! ga gi gong ga gi song Songboh,6/7/20,19,Circuit Breaker,19,1,-15.13717389,3,1,1,10.45633138,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,TANKOKBENG wrote: but our fake doctor say School is the safest lace ! i am so so sick of him and his euphemisms.,6/7/20,22,Circuit Breaker,22,1,-11.49601412,4,2,1,16.61032234,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Infected liao why still say low viral loads,6/7/20,8,Circuit Breaker,8,0,-14.80952115,2,1,0,56.27175551,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,All from different schools ... then sure will hv more without knowing...   every pupils teacher and school staff will be tested?,6/7/20,20,Circuit Breaker,20,1,-11.78446134,4,2,0,25.97909431,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,new pattern lai liao first is 'asymptomatic' now is 'low viral load' lololol,6/7/20,13,Circuit Breaker,13,1,-16.2766751,3,0,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Even if they have mild symptoms already have evidence covid will cause perm lung damage. Poor kids.,6/7/20,17,Circuit Breaker,17,1,-12.74886229,4,1,0,13.85059377,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,whatmeworry wrote: Students are young will recover. But just have to worry about blood clots. they may have transmitted to their parents and grandparents.,6/7/20,24,Circuit Breaker,24,1,-10.80777906,7,1,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"standarture wrote: I still appalled people write these kind of ambiguous statements. Not sure just state still infectious. Don't use the word ""likely"". With these kind of people advising us, we die liao man. Big time. Need to cover ass. Don't see a problem with ""likely"". Many people like to talk like they know for sure, give people assurance and make people fall for it. Now it boils down to really not likely infectious, or it is infectious?",6/7/20,76,Circuit Breaker,78,3,-10.72227831,14,4,3,6.57999409,1,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Excedar wrote: Infected liao why still say low viral loads Clear cut one leh. Pos means pos Neg means neg What is low viral load? Low means not infectious? Really confusing leh. Drunk.  HardwareZone Forums app,6/7/20,36,Circuit Breaker,36,2,-15.25105484,8,1,0,7.903632895,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,TANKOKBENG wrote: but our fake doctor say School is the safest lace ! Why this guy looks Stupid Blur Beta Down syndrome And proven to be indecisive and stupid And he still can be minister?,6/7/20,34,Circuit Breaker,34,2,-12.53668743,6,3,1,7.241082046,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,btw UK postponing sch reopening meanwhile sinkapore schs are deemed safer than homes lololol,6/7/20,14,Circuit Breaker,14,1,-17.0280827,5,1,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Pukimak, what is low viral load Posted from PCWX using Public phone",6/7/20,12,Circuit Breaker,12,1,-14.14645425,3,0,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"This government really is cmi. Talk things all talk half fug 50/50. Sue people very fast, ownself salah can downplay with words.",6/7/20,21,Circuit Breaker,23,1,-13.06282882,4,0,0,13.6548459,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Jian19 wrote: Data so far say not infectious by our experts But u could up lorry like the 41 yo China national.. means all assumption lah its just the likelihood of it happening is low and they take the chance i think alot of things they not saying,6/7/20,47,Circuit Breaker,48,2,-11.66295396,10,2,2,8.276773537,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"princessreiko wrote: https://www.channelnewsasia.com/news...936?cid=TWTcna Quote from CNA : The five are not a cluster, said the Ministry of Education (MOE) on Sunday (Jun 7), as they are from five different schools - Anglican High School, CHIJ Katong Convent, CHIJ St Theresa\u2019s Convent, Geylang Methodist Secondary School and Hwa Chong Institution. All five displayed mild symptoms.",6/7/20,50,Circuit Breaker,53,3,-15.26921702,5,1,0,2.878369492,0,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"\x93While positive, the tests for all five cases revealed low viral loads. A repeat test using new samples showed that all five cases were negative,\x94 said MOE in a press release.\x93 This is meaning what? Not really infected?",6/7/20,37,Circuit Breaker,40,2,-12.12200603,8,0,0,11.07703248,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,Got unknown spreader.. Sent from By Baba yaga At Your Pigu Dong using GAGT,6/7/20,14,Circuit Breaker,14,1,-16.17626369,2,0,1,10.49172631,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Xmaspresents wrote: Quote from CNA : The five are not a cluster, said the Ministry of Education (MOE) on Sunday (Jun 7), as they are from five different schools - Anglican High School, CHIJ Katong Convent, CHIJ St Theresa\x92s Convent, Geylang Methodist Secondary School and Hwa Chong Institution. All five displayed mild symptoms.* https://twitter.com/asiaonecom/statu...929735168?s=20",6/7/20,50,Circuit Breaker,53,3,-14.89820691,5,1,0,2.75695082,0,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,looking forward to oyk comments so far his words seem to keep coming back to bite him,6/7/20,17,Circuit Breaker,17,1,-11.04182762,6,0,0,56.27175551,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Broadwalk wrote: The moral value of the reporting has degraded so much that they are putting more effort into construing the information favorable than working on the real problem. They have the people, resource and the tools to make such an extensive effort in delivering and downplay the impact, but they never expend that into area which needs focus which is combating the covid virus. This is the hallmark of a dynasty downfall. Bro your this speech is very epic.. Sent from HUAWEI YAL-L21 using GAGT",6/7/20,85,Circuit Breaker,86,3,-11.21597381,18,2,1,3.881860994,0,0,1
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"sambalstingray wrote: \x93While positive, the tests for all five cases revealed low viral loads. A repeat test using new samples showed that all five cases were negative,\x94 said MOE in a press release.\x93 This is meaning what? Not really infected? Means recovering...",6/7/20,41,Circuit Breaker,44,2,-12.43115304,10,0,0,9.716318616,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"sambalstingray wrote: \u201cWhile positive, the tests for all five cases revealed low viral loads. A repeat test using new samples showed that all five cases were negative,\u201d said MOE in a press release.\u201c This is meaning what? Not really infected? Means fake positive?? Sent from HUAWEI YAL-L21 using GAGT",6/7/20,47,Circuit Breaker,51,3,-12.99259184,11,0,0,7.755098445,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"sambalstingray wrote: \x93While positive, the tests for all five cases revealed low viral loads. A repeat test using new samples showed that all five cases were negative,\x94 said MOE in a press release.\x93 This is meaning what? Not really infected? Wonder after how long they tested the 2nd sample?",6/7/20,47,Circuit Breaker,51,3,-12.20000437,10,0,0,8.634102495,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,kuti-kuti wrote: means virus getting weaker? 41 yo man discharged n died later. Anything can happen with this virus,6/7/20,17,Circuit Breaker,19,1,-12.81699805,5,0,0,20.83225589,3,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"""While positive, the tests for all five cases revealed low viral loads,"" MOE said, adding that a repeat test using new samples showed that all five cases were negative. The evidence thus suggests the cases were likely infected during the circuit breaker period, and not*after schools reopened on June 2,*the ministry added. We know so little about this virus now can even date when the infection occured!..Wow. So all the more should stagger school opening to be 2 weeks after Phase 1 open right.  In war, you don't let the children go first.  The men go, the children wait and see.. Better they dont say. Stinks of ""cover backside"".",6/7/20,108,Circuit Breaker,112,4,-10.99452402,23,3,1,2.290994484,0,1,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,GE next month coming... hor Sent from By Baba yaga At Your Pigu Dong using GAGT,6/7/20,16,Circuit Breaker,16,1,-16.29850717,3,1,1,10.30694949,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,please stop selling snake oil lah....,6/7/20,6,Circuit Breaker,6,0,-14.73716627,3,0,0,56.27175551,4,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,PeterMaryParker wrote: Why this guy looks Stupid Blur Beta Down syndrome And proven to be indecisive and stupid And he still can be minister? haha this unknown curry puff man...last time people still think he is pm/lky calibre,6/7/20,40,Circuit Breaker,40,2,-13.25952407,6,3,0,5.162366782,1,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,TANKOKBENG wrote: please stop selling snake oil lah.... Wow... This type of thing he also dare to say... Sent from HUAWEI YAL-L21 using GAGT,6/7/20,23,Circuit Breaker,24,1,-13.77026434,6,1,0,10.49172631,2,0,0
4 students and 1 school employee contract COVID-19; all have 'low viral loads': MOE,6/8/20 7:12,"Xmaspresents wrote: Quote from CNA : The five are not a cluster, said the Ministry of Education (MOE) on Sunday (Jun 7), as they are from five different schools - Anglican High School, CHIJ Katong Convent, CHIJ St Theresa\u2019s Convent, Geylang Methodist Secondary School and Hwa Chong Institution. . 5 schools. That's even worse. That means the spread is even far wider .",6/7/20,56,Circuit Breaker,61,3,-13.73077225,6,1,0,3.040789848,0,0,0
